"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest"
3,10,4.64683157481595e-08,1.6,3.4,2.8,3.3,3.5,2.7,1.8,3.5,3.5,3.5,0.4233,0.1809,0.1108,0.0821,0.072,0.0392,0.0366,0.0357,0.0193,0,0.00464683157481595,7,1,"Forest_disc_NLD200"
4,2,2.53394763398855e-07,4.2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,0.5547,0.4453,NA,NA,NA,NA,NA,NA,NA,NA,2.53394763398855e-07,2,1,"Forest_disc_NLD200"
4,3,6.78236004561041e-30,4.4,2.9,1.5,NA,NA,NA,NA,NA,NA,NA,0.418,0.4096,0.1724,NA,NA,NA,NA,NA,NA,NA,6.78236004561041e-29,3,1,"Forest_disc_NLD200"
4,4,8.62083541948003e-10,3.2,4.5,1.7,3.8,NA,NA,NA,NA,NA,NA,0.3264,0.2869,0.2588,0.1279,NA,NA,NA,NA,NA,NA,8.62083541948003e-08,4,1,"Forest_disc_NLD200"
4,5,7.21260664476687e-08,1.8,4.4,2.9,4.1,4.2,NA,NA,NA,NA,NA,0.2711,0.25,0.2459,0.1999,0.0331,NA,NA,NA,NA,NA,7.21260664476687e-05,5,1,"Forest_disc_NLD200"
4,6,1.46713820922521e-07,2,4.3,3.3,4,4.3,3,NA,NA,NA,NA,0.3755,0.3216,0.12,0.0941,0.0665,0.0222,NA,NA,NA,NA,0.000146713820922521,5,1,"Forest_disc_NLD200"
4,7,2.67492672615242e-08,4.3,1.7,2.6,3,3.6,3.5,2.1,NA,NA,NA,0.4003,0.2087,0.1572,0.1365,0.0692,0.0163,0.0117,NA,NA,NA,0.00267492672615242,7,1,"Forest_disc_NLD200"
4,8,1.3257874142984e-15,4.4,3.3,2.7,1.5,2.9,1.7,1.8,2.1,NA,NA,0.3756,0.1655,0.1336,0.1328,0.1219,0.0323,0.0236,0.0147,NA,NA,1.3257874142984e-09,8,1,"Forest_disc_NLD200"
4,9,8.27059123670969e-09,4.3,2.6,1.5,3.4,1.5,2.8,1.5,2.7,2.1,NA,0.4367,0.2774,0.0549,0.0532,0.0525,0.0467,0.0385,0.0269,0.0132,NA,0.000827059123670969,7,1,"Forest_disc_NLD200"
4,10,4.46952903967769e-08,4.3,2.5,1.5,2.4,2.7,3.6,2.1,4,4.2,4,0.4392,0.218,0.1144,0.0724,0.0527,0.0378,0.031,0.0209,0.0136,0,0.446952903967769,9,1,"Forest_disc_NLD200"
5,2,6.08835682117904e-08,2.1,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.5536,0.4464,NA,NA,NA,NA,NA,NA,NA,NA,6.08835682117904e-08,2,1,"Forest_disc_NLD200"
5,3,3.20555507836071e-08,2,2.9,3.5,NA,NA,NA,NA,NA,NA,NA,0.4355,0.3284,0.2361,NA,NA,NA,NA,NA,NA,NA,3.20555507836071e-07,3,1,"Forest_disc_NLD200"
5,4,4.40538756801849e-08,2.1,3.4,2.8,3,NA,NA,NA,NA,NA,NA,0.4696,0.33,0.1971,0.0032,NA,NA,NA,NA,NA,NA,4.40538756801849e-06,4,1,"Forest_disc_NLD200"
5,5,1.97210714196719e-08,2.5,1.9,3.4,3.5,2.5,NA,NA,NA,NA,NA,0.4265,0.2548,0.1784,0.1354,0.0048,NA,NA,NA,NA,NA,1.97210714196719e-06,4,1,"Forest_disc_NLD200"
5,6,1.06978740488821e-08,2.6,1.8,3.5,3.4,2.1,2.7,NA,NA,NA,NA,0.4076,0.218,0.1966,0.0645,0.0578,0.0555,NA,NA,NA,NA,0.000106978740488821,6,1,"Forest_disc_NLD200"
5,7,5.04992088655602e-08,2.1,3.3,3.3,2.8,2.2,3.4,3.2,NA,NA,NA,0.4126,0.1604,0.1185,0.1159,0.0989,0.0895,0.0042,NA,NA,NA,0.000504992088655602,6,1,"Forest_disc_NLD200"
5,8,1.42729279038652e-08,2.6,1.9,3.5,3.5,3.3,3.5,3.5,3.4,NA,NA,0.45,0.279,0.0853,0.0822,0.0392,0.0337,0.0276,0.003,NA,NA,1.42729279038652e-05,5,1,"Forest_disc_NLD200"
5,9,4.88897185611066e-08,2.1,3.3,3.4,3.3,2.8,2.4,3,2,3.5,NA,0.4314,0.1557,0.107,0.0981,0.0655,0.0632,0.0435,0.0346,0.0011,NA,0.0488897185611066,8,1,"Forest_disc_NLD200"
5,10,4.48968195532355e-08,2.2,1.9,3.4,3.4,3.2,3.1,3.3,3.2,2.2,2.8,0.3902,0.1369,0.0886,0.0868,0.0782,0.0619,0.0605,0.0566,0.0246,0.0156,0.00448968195532355,7,1,"Forest_disc_NLD200"
1,2,2.86125398919188e-05,3.3,21.8,NA,NA,NA,NA,NA,NA,NA,NA,0.9483,0.0518,NA,NA,NA,NA,NA,NA,NA,NA,2.86125398919188e-05,2,1,"Forest_disc_DIR50"
1,3,0.000240001001363402,1.3,10.8,1.4,NA,NA,NA,NA,NA,NA,NA,0.4709,0.3086,0.2205,NA,NA,NA,NA,NA,NA,NA,0.00240001001363402,3,1,"Forest_disc_DIR50"
1,4,0.000309348394626046,1.4,10.8,7.6,3.5,NA,NA,NA,NA,NA,NA,0.5001,0.1669,0.1665,0.1664,NA,NA,NA,NA,NA,NA,0.0309348394626046,4,1,"Forest_disc_DIR50"
1,5,0.000604704854316245,1,5.9,6.1,5,6.1,NA,NA,NA,NA,NA,0.2785,0.2037,0.1803,0.1703,0.1668,NA,NA,NA,NA,NA,0.0604704854316245,4,1,"Forest_disc_DIR50"
1,6,0.000310068678527795,10.8,1.7,7.6,2.2,2.2,1.4,NA,NA,NA,NA,0.1687,0.1668,0.1665,0.1664,0.1661,0.1654,NA,NA,NA,NA,0.310068678527795,5,1,"Forest_disc_DIR50"
1,7,0.000465956206617529,2.1,1,7.6,7.2,7.2,1,3.2,NA,NA,NA,0.1709,0.1683,0.1669,0.1664,0.1661,0.1303,0.0308,NA,NA,NA,0.465956206617529,5,1,"Forest_disc_DIR50"
1,8,0.000279486321566616,10.8,1,2.5,2.7,2.3,10.8,1,7.6,NA,NA,0.1674,0.1667,0.1664,0.1664,0.1664,0.0558,0.0556,0.0553,NA,NA,2.79486321566616,6,1,"Forest_disc_DIR50"
1,9,0.000335403737589766,2.1,9.7,2.1,4.8,10.8,2.1,1,1,2.1,NA,0.1996,0.1683,0.1668,0.1646,0.0741,0.0594,0.057,0.056,0.0541,NA,0.335403737589766,5,1,"Forest_disc_DIR50"
1,10,0.00028202323261535,10.8,1,2.5,2.2,10.8,7.2,2.5,2.1,2.5,2.5,0.1674,0.1666,0.1666,0.1666,0.0562,0.0556,0.0555,0.0555,0.0551,0.0549,2.8202323261535,6,1,"Forest_disc_DIR50"
2,2,1.83619017035488e-06,47.8,72.5,NA,NA,NA,NA,NA,NA,NA,NA,0.6091,0.3905,NA,NA,NA,NA,NA,NA,NA,NA,1.83619017035488e-06,2,1,"Forest_disc_DIR50"
2,3,1.89038583965095e-06,49.2,73.8,79.4,NA,NA,NA,NA,NA,NA,NA,0.6797,0.2654,0.0546,NA,NA,NA,NA,NA,NA,NA,1.89038583965095e-05,3,1,"Forest_disc_DIR50"
2,4,7.49072627715888e-08,59.8,78.7,38.3,47.8,NA,NA,NA,NA,NA,NA,0.5,0.1667,0.1667,0.1667,NA,NA,NA,NA,NA,NA,7.49072627715888e-06,4,1,"Forest_disc_DIR50"
2,5,0.000993757974139283,42.3,80.2,77.2,49.3,35.4,NA,NA,NA,NA,NA,0.5059,0.169,0.1671,0.1301,0.0373,NA,NA,NA,NA,NA,0.993757974139283,5,1,"Forest_disc_DIR50"
2,6,2.65913485909226e-06,59.8,59.8,52.8,80.6,48.2,43.3,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1666,0.1666,0.1665,NA,NA,NA,NA,0.00265913485909226,5,1,"Forest_disc_DIR50"
2,7,0.000644952845666907,49.3,49.3,49.3,88.7,49.3,49.3,49.3,NA,NA,NA,0.1709,0.1671,0.1671,0.1646,0.1508,0.1301,0.0575,NA,NA,NA,0.000644952845666907,2,1,"Forest_disc_DIR50"
2,8,0.000214509982342246,77.9,48.8,47,48.8,67.9,48.8,42.1,33.1,NA,NA,0.2778,0.1722,0.1667,0.1667,0.0556,0.0556,0.0556,0.0542,NA,NA,2.14509982342246,6,1,"Forest_disc_DIR50"
2,9,0.000546225873029714,49.3,84.8,49.3,49.3,49.3,49.3,49.3,35.4,35.4,NA,0.2821,0.2035,0.1301,0.1298,0.0945,0.068,0.0502,0.037,0.0123,NA,0.00546225873029714,3,1,"Forest_disc_DIR50"
2,10,0.000336745101034379,79.4,49.3,48.6,49.3,48.6,49.3,49.3,35.4,35.4,48.6,0.2772,0.1686,0.13,0.0928,0.0924,0.0685,0.0571,0.0495,0.0495,0.0202,0.0336745101034379,4,1,"Forest_disc_DIR50"
3,2,3.3026375745326e-07,1.7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.5001,0.5,NA,NA,NA,NA,NA,NA,NA,NA,3.3026375745326e-07,2,1,"Forest_disc_DIR50"
3,3,0.000324814166951592,3.2,1.5,2.8,NA,NA,NA,NA,NA,NA,NA,0.4946,0.3333,0.1646,NA,NA,NA,NA,NA,NA,NA,0.00324814166951592,3,1,"Forest_disc_DIR50"
3,4,5.97554386523388e-07,1.7,3.4,3.4,2.2,NA,NA,NA,NA,NA,NA,0.3887,0.2778,0.1667,0.1667,NA,NA,NA,NA,NA,NA,5.97554386523388e-06,3,1,"Forest_disc_DIR50"
3,5,0.000448827118360106,2.6,3.5,1.7,2,1.5,NA,NA,NA,NA,NA,0.3842,0.2741,0.1845,0.1127,0.0368,NA,NA,NA,NA,NA,0.448827118360106,5,1,"Forest_disc_DIR50"
3,6,9.46420442607423e-06,1.5,3.4,3.3,2.2,3.2,1.5,NA,NA,NA,NA,0.1668,0.1667,0.1667,0.1667,0.1665,0.1662,NA,NA,NA,NA,0.00946420442607423,5,1,"Forest_disc_DIR50"
3,7,0.000132066222890771,3.5,1.9,3.5,2.1,1.9,2.1,2.1,NA,NA,NA,0.2032,0.1674,0.166,0.1422,0.1303,0.1294,0.0562,NA,NA,NA,0.00132066222890771,3,1,"Forest_disc_DIR50"
3,8,0.000328919956291976,3.5,2.2,2,2,2.2,2.2,2.2,2.2,NA,NA,0.3333,0.1662,0.166,0.1282,0.0913,0.0556,0.0413,0.013,NA,NA,0.00328919956291976,3,1,"Forest_disc_DIR50"
3,9,0.000560886583099293,3.5,2.2,2.2,2.2,2.1,2.2,2.1,2.2,2.2,NA,0.3205,0.1703,0.1626,0.1497,0.0551,0.0549,0.0538,0.0185,0.0061,NA,0.00560886583099293,3,1,"Forest_disc_DIR50"
3,10,1.34263973268057e-06,3.4,3.4,1.6,2.1,2,2,1.7,2.1,1.8,1.7,0.2778,0.1667,0.1665,0.0557,0.0557,0.0556,0.0555,0.0555,0.0555,0.0554,0.0134263973268057,6,1,"Forest_disc_DIR50"
4,2,9.86524527185779e-06,4.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,0.5125,0.4873,NA,NA,NA,NA,NA,NA,NA,NA,9.86524527185779e-06,2,1,"Forest_disc_DIR50"
4,3,1.28422182365295e-05,4,1.8,4.4,NA,NA,NA,NA,NA,NA,NA,0.5164,0.3338,0.1502,NA,NA,NA,NA,NA,NA,NA,0.000128422182365295,3,1,"Forest_disc_DIR50"
4,4,1.34695882529312e-05,4,1.8,1.7,4.3,NA,NA,NA,NA,NA,NA,0.4998,0.167,0.1667,0.1667,NA,NA,NA,NA,NA,NA,0.00134695882529312,4,1,"Forest_disc_DIR50"
4,5,7.30124583671271e-05,4,1.5,4.2,2.5,2.3,NA,NA,NA,NA,NA,0.4938,0.1715,0.1541,0.1056,0.0727,NA,NA,NA,NA,NA,0.0730124583671271,5,1,"Forest_disc_DIR50"
4,6,2.44506973974978e-06,4.3,1.7,2.3,4,4,2.2,NA,NA,NA,NA,0.2778,0.1668,0.1667,0.1667,0.1666,0.0556,NA,NA,NA,NA,0.00244506973974978,5,1,"Forest_disc_DIR50"
4,7,0.000145646748447299,4,4.1,1.6,4.4,4,1.7,1.6,NA,NA,NA,0.1728,0.1669,0.1646,0.1623,0.1605,0.1276,0.0494,NA,NA,NA,0.145646748447299,5,1,"Forest_disc_DIR50"
4,8,2.1929973991459e-05,4.3,4.4,2.3,2.4,2.5,2.4,2.5,2.3,NA,NA,0.278,0.2039,0.1666,0.1665,0.0559,0.0556,0.0554,0.0184,NA,NA,0.021929973991459,5,1,"Forest_disc_DIR50"
4,9,1.98538257903657e-05,4.3,4.3,2.4,2.5,2.4,4.4,1.8,1.8,2.2,NA,0.2785,0.1667,0.1667,0.1646,0.0558,0.0555,0.0535,0.043,0.0166,NA,0.198538257903657,6,1,"Forest_disc_DIR50"
4,10,0.00034902162044554,4.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.3333,0.2099,0.124,0.1157,0.0555,0.0537,0.0413,0.0372,0.0144,0.0129,0.0034902162044554,3,1,"Forest_disc_DIR50"
5,2,5.56178017439603e-07,2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.5015,0.4986,NA,NA,NA,NA,NA,NA,NA,NA,5.56178017439603e-07,2,1,"Forest_disc_DIR50"
5,3,4.75493763957899e-05,3.4,2.1,2.1,NA,NA,NA,NA,NA,NA,NA,0.3895,0.3857,0.2279,NA,NA,NA,NA,NA,NA,NA,4.75493763957899e-05,2,1,"Forest_disc_DIR50"
5,4,4.82639342759756e-06,3.2,2,2,2,NA,NA,NA,NA,NA,NA,0.5002,0.168,0.1665,0.1662,NA,NA,NA,NA,NA,NA,4.82639342759756e-06,2,1,"Forest_disc_DIR50"
5,5,1.72055920504519e-05,1.9,3.3,2.9,3.3,1.6,NA,NA,NA,NA,NA,0.4629,0.2037,0.1673,0.1668,0.0014,NA,NA,NA,NA,NA,0.00172055920504519,4,1,"Forest_disc_DIR50"
5,6,1.10023931598761e-05,1.8,1.6,2.7,3.2,3.2,3.2,NA,NA,NA,NA,0.167,0.1667,0.1667,0.1666,0.1666,0.1666,NA,NA,NA,NA,0.00110023931598761,4,1,"Forest_disc_DIR50"
5,7,1.99576423470652e-06,2,2.1,3.2,3.3,3.2,1.9,2,NA,NA,NA,0.1667,0.1666,0.1666,0.1666,0.1666,0.1259,0.0405,NA,NA,NA,0.00199576423470652,5,1,"Forest_disc_DIR50"
5,8,0.0155496768252869,3.5,2.2,2.2,2.2,2.2,2.2,2.2,2.2,NA,NA,0.2222,0.1646,0.1619,0.1542,0.1528,0.1118,0.0431,0.043,NA,NA,0.0155496768252869,2,1,"Forest_disc_DIR50"
5,9,0.00012371524692328,3.5,2.2,2.2,2.2,2.1,2.1,2.2,2.2,2.2,NA,0.3276,0.2778,0.1653,0.0556,0.0556,0.0556,0.0432,0.0185,0.0062,NA,0.0012371524692328,3,1,"Forest_disc_DIR50"
5,10,0.0668986007352537,2.2,2.2,2.2,2.2,2.2,3.5,2.2,2.2,2.2,2.2,0.1666,0.1662,0.1653,0.1612,0.1283,0.1111,0.0921,0.0604,0.0551,0.0011,0.0668986007352537,2,1,"Forest_disc_DIR50"
1,2,2.77495318239486e-05,3.3,18.2,NA,NA,NA,NA,NA,NA,NA,NA,0.9444,0.0556,NA,NA,NA,NA,NA,NA,NA,NA,2.77495318239486e-05,2,1,"Forest_disc_DIR100"
1,3,0.000107815855964349,1.7,2.2,10.1,NA,NA,NA,NA,NA,NA,NA,0.4379,0.2905,0.2716,NA,NA,NA,NA,NA,NA,NA,0.00107815855964349,3,1,"Forest_disc_DIR100"
1,4,0.000110911996239895,2.2,10.7,1.4,6.4,NA,NA,NA,NA,NA,NA,0.5004,0.1674,0.1661,0.1661,NA,NA,NA,NA,NA,NA,0.0110911996239895,4,1,"Forest_disc_DIR100"
1,5,0.000118266846996482,4.8,2.1,10.3,2.1,1,NA,NA,NA,NA,NA,0.2777,0.2051,0.1847,0.1664,0.1662,NA,NA,NA,NA,NA,0.0118266846996482,4,1,"Forest_disc_DIR100"
1,6,0.000110155357862733,10.7,1.6,2.2,1.6,2.1,6.9,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1666,0.1666,NA,NA,NA,NA,0.110155357862733,5,1,"Forest_disc_DIR100"
1,7,0.000170940046653207,3.5,2.1,2.1,5.7,7.4,2.1,10.7,NA,NA,NA,0.1677,0.1666,0.1652,0.1651,0.144,0.1296,0.0617,NA,NA,NA,0.170940046653207,5,1,"Forest_disc_DIR100"
1,8,9.91524180746858e-05,2.4,2.6,10.7,2.3,2.6,10.7,1.5,1.1,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1667,0.0556,0.0556,0.0555,NA,NA,0.991524180746858,6,1,"Forest_disc_DIR100"
1,9,0.000115375782499969,2.4,2.6,10.7,4.8,2.6,4.5,1,1.4,1,NA,0.2037,0.1706,0.1687,0.1667,0.0911,0.0565,0.0562,0.0555,0.0309,NA,11.5375782499969,7,1,"Forest_disc_DIR100"
1,10,0.000104705778936537,1.6,2.1,1.7,10.6,2.3,3.5,1.6,2.2,6.7,10.5,0.1668,0.1667,0.1667,0.1665,0.0558,0.0556,0.0556,0.0556,0.0555,0.0554,1047.05778936537,9,1,"Forest_disc_DIR100"
2,2,7.32318234095476e-07,47.9,72.4,NA,NA,NA,NA,NA,NA,NA,NA,0.6111,0.3889,NA,NA,NA,NA,NA,NA,NA,NA,7.32318234095476e-07,2,1,"Forest_disc_DIR100"
2,3,1.87911453715612e-06,49.1,73.1,79.1,NA,NA,NA,NA,NA,NA,NA,0.6671,0.2773,0.0556,NA,NA,NA,NA,NA,NA,NA,1.87911453715612e-05,3,1,"Forest_disc_DIR100"
2,4,2.84546115964767e-08,59.8,78.3,37.8,49,NA,NA,NA,NA,NA,NA,0.5,0.1667,0.1667,0.1666,NA,NA,NA,NA,NA,NA,2.84546115964767e-06,4,1,"Forest_disc_DIR100"
2,5,0.000697265130340991,49.3,49.3,49.3,88.7,49.3,NA,NA,NA,NA,NA,0.3888,0.1703,0.1701,0.1628,0.1173,NA,NA,NA,NA,NA,0.000697265130340991,2,1,"Forest_disc_DIR100"
2,6,3.95284325216847e-08,71.2,48.1,48.5,62.1,73.6,40.6,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1667,0.1666,NA,NA,NA,NA,0.000395284325216847,6,1,"Forest_disc_DIR100"
2,7,0.000155196952085302,66.7,49.3,44.7,79.7,61.7,35.4,49.3,NA,NA,NA,0.1681,0.1669,0.1664,0.166,0.166,0.1523,0.0187,NA,NA,NA,1.55196952085302,6,1,"Forest_disc_DIR100"
2,8,1.91664543039499e-06,73.5,48.5,65.9,48.5,48.4,48.6,42.4,35.4,NA,NA,0.2778,0.1668,0.1667,0.1667,0.0561,0.0555,0.0555,0.0553,NA,NA,0.191664543039499,7,1,"Forest_disc_DIR100"
2,9,0.0034964022850017,49.3,49.3,49.3,49.3,49.3,91,49.3,49.3,49.3,NA,0.1978,0.1703,0.1661,0.154,0.1539,0.1111,0.0512,0.018,0.0057,NA,0.0034964022850017,2,1,"Forest_disc_DIR100"
2,10,0.0430489448379814,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,0.1667,0.1667,0.1665,0.1651,0.1626,0.0684,0.0559,0.0556,0.0551,0.0183,0.00430489448379814,1,1,"Forest_disc_DIR100"
3,2,3.02322466921396e-07,1.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.5053,0.4945,NA,NA,NA,NA,NA,NA,NA,NA,3.02322466921396e-07,2,1,"Forest_disc_DIR100"
3,3,1.46480062910653e-06,3.3,1.7,1.8,NA,NA,NA,NA,NA,NA,NA,0.4952,0.3946,0.1097,NA,NA,NA,NA,NA,NA,NA,1.46480062910653e-05,3,1,"Forest_disc_DIR100"
3,4,0.000146576848578282,3.3,1.5,1.5,2.7,NA,NA,NA,NA,NA,NA,0.4998,0.1806,0.1678,0.1481,NA,NA,NA,NA,NA,NA,0.00146576848578282,3,1,"Forest_disc_DIR100"
3,5,0.000564078068281313,3.2,1.7,1.7,1.5,1.5,NA,NA,NA,NA,NA,0.6111,0.216,0.0556,0.0556,0.0556,NA,NA,NA,NA,NA,0.00564078068281313,3,1,"Forest_disc_DIR100"
3,6,0.000231453599394336,2.1,3.5,3.5,2,2.1,2,NA,NA,NA,NA,0.2783,0.2031,0.1661,0.159,0.1299,0.0562,NA,NA,NA,NA,0.00231453599394336,3,1,"Forest_disc_DIR100"
3,7,0.000909630868039202,3.4,3,2,1.9,2,1.5,1.5,NA,NA,NA,0.2775,0.2716,0.1649,0.1183,0.07,0.0617,0.0247,NA,NA,NA,0.909630868039202,5,1,"Forest_disc_DIR100"
3,8,0.000206879398247194,3.5,2.1,2,1.9,3.5,2.1,2.1,1.9,NA,NA,0.2757,0.2029,0.1669,0.1317,0.0965,0.0569,0.0427,0.0201,NA,NA,0.0206879398247194,4,1,"Forest_disc_DIR100"
3,9,4.0012833426095e-05,3.5,1.5,2.2,2.2,2.2,3.5,2.2,2.2,2.2,NA,0.278,0.1632,0.1625,0.1296,0.1289,0.0932,0.0183,0.018,0.0055,NA,0.00040012833426095,3,1,"Forest_disc_DIR100"
3,10,0.000152487680020803,3.4,2,1.9,3.5,1.5,2.1,2.1,2.1,2.1,1.9,0.3141,0.1664,0.1303,0.0924,0.0617,0.0569,0.0559,0.0514,0.0513,0.0139,1.52487680020803,6,1,"Forest_disc_DIR100"
4,2,4.81505173293526e-06,4.1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.5988,0.4012,NA,NA,NA,NA,NA,NA,NA,NA,4.81505173293526e-06,2,1,"Forest_disc_DIR100"
4,3,8.20572422105568e-05,3.5,4.4,1.8,NA,NA,NA,NA,NA,NA,NA,0.3855,0.3144,0.2963,NA,NA,NA,NA,NA,NA,NA,0.000820572422105568,3,1,"Forest_disc_DIR100"
4,4,3.5685037778377e-05,4,1.7,1.6,4.1,NA,NA,NA,NA,NA,NA,0.4995,0.1671,0.1671,0.1666,NA,NA,NA,NA,NA,NA,0.0035685037778377,4,1,"Forest_disc_DIR100"
4,5,2.44274031054788e-06,4.1,2.5,1.6,2.3,4.5,NA,NA,NA,NA,NA,0.5,0.1681,0.162,0.115,0.0551,NA,NA,NA,NA,NA,0.00244274031054788,5,1,"Forest_disc_DIR100"
4,6,5.25829650576454e-06,2.2,4.3,4.3,4.1,2.3,2.1,NA,NA,NA,NA,0.2778,0.1667,0.1667,0.1667,0.1663,0.0555,NA,NA,NA,NA,0.00525829650576454,5,1,"Forest_disc_DIR100"
4,7,7.75849688518713e-05,3.4,2.2,2.4,4.5,4.4,2.5,2.2,NA,NA,NA,0.2524,0.1728,0.1691,0.1667,0.1627,0.0498,0.0229,NA,NA,NA,0.775849688518713,6,1,"Forest_disc_DIR100"
4,8,1.77766895060772e-05,4.3,2.5,4.4,2.4,2.2,2.5,2.4,2.3,NA,NA,0.2778,0.1672,0.1667,0.1662,0.0557,0.0556,0.0556,0.0551,NA,NA,0.177766895060772,6,1,"Forest_disc_DIR100"
4,9,4.09831336959914e-05,4.4,4.4,2.5,2.5,2.5,2.3,2.3,2.5,2.3,NA,0.2044,0.2038,0.1665,0.1662,0.126,0.055,0.0416,0.0185,0.0184,NA,0.000409831336959914,3,1,"Forest_disc_DIR100"
4,10,3.63758840433985e-05,4.4,4.3,2.3,2.4,2.4,2.5,2.4,2.4,2.3,2.3,0.278,0.1669,0.1666,0.0563,0.0558,0.0558,0.0556,0.0556,0.0555,0.0549,0.0363758840433985,5,1,"Forest_disc_DIR100"
5,2,4.22150201121997e-07,2.1,3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.5129,0.4872,NA,NA,NA,NA,NA,NA,NA,NA,4.22150201121997e-07,2,1,"Forest_disc_DIR100"
5,3,5.65713053727685e-06,3.2,1.9,2.8,NA,NA,NA,NA,NA,NA,NA,0.5048,0.4444,0.052,NA,NA,NA,NA,NA,NA,NA,5.65713053727685e-05,3,1,"Forest_disc_DIR100"
5,4,9.32572190348151e-06,3.2,1.9,2.7,1.7,NA,NA,NA,NA,NA,NA,0.5,0.1671,0.1666,0.1665,NA,NA,NA,NA,NA,NA,0.000932572190348151,4,1,"Forest_disc_DIR100"
5,5,0.000116282005770184,2.7,3.5,2,2.1,2,NA,NA,NA,NA,NA,0.498,0.2052,0.1424,0.1295,0.0205,NA,NA,NA,NA,NA,0.0116282005770184,4,1,"Forest_disc_DIR100"
5,6,2.23961249756368e-06,3.4,2.1,3.2,1.7,2.5,2.9,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,NA,NA,NA,NA,0.0223961249756368,6,1,"Forest_disc_DIR100"
5,7,0.000140609746561104,3.4,3.2,3.2,2.1,1.9,1.9,1.7,NA,NA,NA,0.1687,0.1674,0.1667,0.1664,0.1646,0.1541,0.0169,NA,NA,NA,0.140609746561104,5,1,"Forest_disc_DIR100"
5,8,0.000155803527685392,3.5,2.2,2.2,2.2,2.2,2.2,2.2,2.2,NA,NA,0.3315,0.1667,0.1502,0.1501,0.1173,0.0565,0.0185,0.0142,NA,NA,0.000155803527685392,2,1,"Forest_disc_DIR100"
5,9,4.44140348180851e-05,2.2,3.4,3.4,2.2,2.2,2.2,2.1,2.2,1.7,NA,0.2051,0.2042,0.1667,0.1667,0.1296,0.0556,0.05,0.0191,0.0055,NA,0.00444140348180851,4,1,"Forest_disc_DIR100"
5,10,8.25651995027994e-05,3.5,3.4,2.2,2.1,2,2.2,2.2,2.2,2.2,2.2,0.2039,0.1715,0.1661,0.154,0.0905,0.0679,0.0678,0.0431,0.0197,0.0191,0.0825651995027994,5,1,"Forest_disc_DIR100"
1,2,1.77720938601974e-05,3.5,22.9,NA,NA,NA,NA,NA,NA,NA,NA,0.9569,0.0431,NA,NA,NA,NA,NA,NA,NA,NA,1.77720938601974e-05,2,1,"Forest_disc_DIR200"
1,3,0.000218190888111236,1.2,10.8,1.8,NA,NA,NA,NA,NA,NA,NA,0.382,0.3102,0.308,NA,NA,NA,NA,NA,NA,NA,0.00218190888111236,3,1,"Forest_disc_DIR200"
1,4,0.00027554939235596,2.2,10.8,7.6,1.4,NA,NA,NA,NA,NA,NA,0.4999,0.1687,0.1667,0.1646,NA,NA,NA,NA,NA,NA,0.027554939235596,4,1,"Forest_disc_DIR200"
1,5,0.000489833642618849,5.7,6.8,1,1,6.5,NA,NA,NA,NA,NA,0.2771,0.2209,0.1674,0.1674,0.1669,NA,NA,NA,NA,NA,0.0489833642618849,4,1,"Forest_disc_DIR200"
1,6,0.000281474013926263,10.8,7.2,1,2.5,3.8,1,NA,NA,NA,NA,0.1674,0.1669,0.1664,0.1664,0.1664,0.1664,NA,NA,NA,NA,0.281474013926263,5,1,"Forest_disc_DIR200"
1,7,0.000268784775583271,2.1,9.7,1.5,4.3,1.5,10.8,1.5,NA,NA,NA,0.2028,0.171,0.1681,0.1661,0.1379,0.0988,0.0554,NA,NA,NA,0.268784775583271,5,1,"Forest_disc_DIR200"
1,8,0.000219793407912192,10.8,1.8,2.2,2.6,1.2,10.8,10.8,1.1,NA,NA,0.1669,0.1666,0.1666,0.1665,0.1664,0.0558,0.0556,0.0555,NA,NA,2.19793407912192,6,1,"Forest_disc_DIR200"
1,9,0.000298861226168584,5.5,1,6.1,1,10.8,10.8,1,5.4,1,NA,0.1788,0.1696,0.1666,0.1663,0.0988,0.0576,0.0557,0.0553,0.0513,NA,0.298861226168584,5,1,"Forest_disc_DIR200"
